Periodo,inf_gt_intermensual,inf_gt_anualizada,inf_gt_interanual,inf_eua_intermensual,inf_eua_anualizada,inf_eua_interanual,ciclo,var_brecha,deprec,deprec_anualizada
01/01/2005,0.0136,0.1759780688,0.0904,0.002101944298,0.02551698357,0.02969762419,-0.3062148744,-0.004135384129,-0.001336056834,-0.01591539196
01/02/2005,0.0074,0.09250481134,0.0904,0.005768222339,0.07145742178,0.03007518797,0.1083404058,0.001458329033,-0.006058890876,-0.0703320924
01/03/2005,0.0047,0.05788102443,0.0877,0.007820646507,0.09799159165,0.03148345784,0.1583562615,0.002124464563,-0.0130057205,-0.1453749335
01/04/2005,0.0063,0.07827533803,0.0888,0.006725297465,0.0837566687,0.03510638298,-0.05845870452,-0.0007816025266,-0.00113688368,-0.01355762131
01/05/2005,0.005,0.06167781186,0.0852,-0.001027749229,-0.01226351531,0.02802749868,0.4374983652,0.005829195609,-0.001917967191,-0.02277436433
01/06/2005,0.0066,0.08213915836,0.088,0.0005144032922,0.006190333796,0.02530311017,-0.5340167154,-0.007090143083,0.002555627312,0.0311022823
01/07/2005,0.0094,0.118818412,0.093,0.004627249357,0.05696217246,0.03167898627,-1.048722106,-0.01387396218,-0.003320537478,-0.03912673059
01/08/2005,0.0036,0.04406570794,0.0937,0.005117707267,0.06317091903,0.0364116095,-1.263417904,-0.01665323882,-0.0002935388544,-0.00351678492
01/09/2005,0.0085,0.1069062269,0.0945,0.01221995927,0.1569078271,0.04686677199,-1.794021187,-0.02355931315,0.004987675648,0.06152158968
01/10/2005,0.0176,0.232892412,0.1029,0.002012072435,0.02441386616,0.04347826087,-2.491827993,-0.03259934545,0.007752273144,0.09709803538
01/11/2005,0.0004,0.004810574093,0.0925,-0.008032128514,-0.09223951484,0.03455497382,-2.325717953,-0.0303093997,-0.009017430318,-0.103000524
01/12/2005,-0.0004,-0.004789454067,0.0857,-0.004048582996,-0.04751565551,0.03415659485,-0.1002132765,-0.001300921256,-0.00007215565681,-0.0008655243394
01/01/2006,0.0091,0.11483469,0.0808,0.00762195122,0.095396733,0.03985317252,-0.2736278285,-0.003538104189,0.001449777351,0.01753672318
01/02/2006,-0.0003,-0.003594065936,0.0726,0.002017145739,0.02447610862,0.03597497393,-0.5514738981,-0.007102352494,-0.002016269025,-0.02392871095
01/03/2006,0.0048,0.05914523504,0.0728,0.005535983895,0.06849231121,0.03362648733,0.4454337644,0.005713639274,0.001206429389,0.01457360117
01/04/2006,0.0082,0.1029614086,0.0748,0.008508508509,0.107018297,0.03545734841,-1.531215796,-0.01956173635,-0.003323844751,-0.03916499138
01/05/2006,0.0063,0.07827533803,0.0762,0.004962779156,0.06120606863,0.04166666667,-0.8124592516,-0.01033727227,-0.001281349653,-0.01526829478
01/06/2006,0.006,0.07442416772,0.0755,0.001975308642,0.0239629286,0.04318766067,-0.9031907603,-0.0114449252,0.003671153193,0.04495431994
01/07/2006,0.0046,0.05661819719,0.0704,0.002957121735,0.03606832933,0.04145342886,-0.1618631018,-0.002042726012,-0.00386377566,-0.04539258986
01/08/2006,0.0032,0.03908310113,0.07,0.001965601966,0.02384389875,0.03818737271,-0.6161355808,-0.007744105118,-0.00007246329076,-0.0008692130115
01/09/2006,-0.0038,-0.04465892925,0.057,-0.004904364885,-0.05729056202,0.02062374245,0.5801885686,0.007262814001,0.003348046643,0.04092470025
01/10/2006,-0.0002,-0.002397361759,0.0385,-0.005421389847,-0.06315147274,0.01305220884,0.3800258766,0.004738078148,0.0009402606203,0.01134166065
01/11/2006,0.0057,0.07058560978,0.044,-0.001486620416,-0.01769430273,0.01973684211,0.3457671932,0.004293808888,-0.0004828084759,-0.005778341578
